Date,User Type,Component,Total
2020-11-06,AS_NON-EDITING-TEACHERS,Submission comments,1
2020-11-06,AS_NON-EDITING-TEACHERS,System,1837
2020-11-06,AS_NON-EDITING-TEACHERS,URL,19
2020-11-06,AS_STUDENT,Assignment,2372
2020-11-06,AS_STUDENT,Book,75
2020-11-06,AS_STUDENT,Book printing,3
2020-11-06,AS_STUDENT,External tool,6
2020-11-06,AS_STUDENT,Feedback,17
2020-11-06,AS_STUDENT,File,395
2020-11-06,AS_STUDENT,File submissions,184
2020-11-06,AS_STUDENT,Folder,4
2020-11-06,AS_STUDENT,Forum,208
2020-11-06,AS_STUDENT,Grader report,12
2020-11-06,AS_STUDENT,Group choice,44
2020-11-06,AS_STUDENT,Lesson,1099
2020-11-06,AS_STUDENT,Online text submissions,124
2020-11-06,AS_STUDENT,Open Forum,371
2020-11-06,AS_STUDENT,Overview report,7
2020-11-06,AS_STUDENT,Page,108
2020-11-06,AS_STUDENT,Quiz,1724
2020-11-06,AS_STUDENT,Single view,33
2020-11-06,AS_STUDENT,Submission comments,32
2020-11-06,AS_STUDENT,System,13739
2020-11-06,AS_STUDENT,URL,763
2020-11-06,AS_STUDENT,User report,115
2020-11-06,AS_STUDENT,User tours,100
2020-11-06,AS_STUDENT,Workshop,4
2020-11-06,AS_TEACHERS,Assignment,260
2020-11-06,AS_TEACHERS,Excel spreadsheet,1
2020-11-06,AS_TEACHERS,External tool,3
2020-11-06,AS_TEACHERS,File,18
2020-11-06,AS_TEACHERS,Forum,24
2020-11-06,AS_TEACHERS,Grader report,32
2020-11-06,AS_TEACHERS,Group choice,21
2020-11-06,AS_TEACHERS,Lesson,152
2020-11-06,AS_TEACHERS,Logs,19
2020-11-06,AS_TEACHERS,Open Forum,57
2020-11-06,AS_TEACHERS,OpenDocument spreadsheet,2
2020-11-06,AS_TEACHERS,Overview report,1
2020-11-06,AS_TEACHERS,Page,2
2020-11-06,AS_TEACHERS,Plain text file,1
2020-11-06,AS_TEACHERS,Questionnaire,4
2020-11-06,AS_TEACHERS,Quiz,465
2020-11-06,AS_TEACHERS,Single view,37
2020-11-06,AS_TEACHERS,Submission comments,2
2020-11-06,AS_TEACHERS,System,8725
2020-11-06,AS_TEACHERS,URL,44
2020-11-06,AS_TEACHERS,User report,8
2020-11-06,AS_TEACHERS,User tours,3
2020-11-06,AS_TEACHERS,Workshop,31
2020-11-11,AS_NON-EDITING-TEACHERS,Assignment,32
2020-11-11,AS_NON-EDITING-TEACHERS,File,1
2020-11-11,AS_NON-EDITING-TEACHERS,File submissions,2
2020-11-11,AS_NON-EDITING-TEACHERS,Online text submissions,2
2020-11-11,AS_NON-EDITING-TEACHERS,Open Forum,23
2020-11-11,AS_NON-EDITING-TEACHERS,Quiz,32
2020-11-11,AS_NON-EDITING-TEACHERS,System,511
2020-11-11,AS_NON-EDITING-TEACHERS,URL,16
2020-11-11,AS_NON-EDITING-TEACHERS,User report,14
2020-11-11,AS_STUDENT,Assignment,1348
2020-11-11,AS_STUDENT,Book,47
2020-11-11,AS_STUDENT,External tool,9
2020-11-11,AS_STUDENT,Feedback,2
2020-11-11,AS_STUDENT,File,835
2020-11-11,AS_STUDENT,File submissions,120
2020-11-11,AS_STUDENT,Folder,11
2020-11-11,AS_STUDENT,Forum,352
2020-11-11,AS_STUDENT,Group choice,6
2020-11-11,AS_STUDENT,Lesson,747
2020-11-11,AS_STUDENT,Online text submissions,8
2020-11-11,AS_STUDENT,Open Forum,449
2020-11-11,AS_STUDENT,Overview report,22
2020-11-11,AS_STUDENT,Page,112
2020-11-11,AS_STUDENT,Quiz,3145
2020-11-11,AS_STUDENT,Scheduler,6
2020-11-11,AS_STUDENT,System,13416
2020-11-11,AS_STUDENT,URL,658
2020-11-11,AS_STUDENT,User report,179
2020-11-11,AS_STUDENT,User tours,31
2020-11-11,AS_STUDENT,Workshop,1
2020-11-11,AS_TEACHERS,Assignment,316
2020-11-11,AS_TEACHERS,Excel spreadsheet,2
2020-11-11,AS_TEACHERS,External tool,2
2020-11-11,AS_TEACHERS,File,38
2020-11-11,AS_TEACHERS,Grader report,11
2020-11-11,AS_TEACHERS,Group choice,1
2020-11-11,AS_TEACHERS,Lesson,2
2020-11-11,AS_TEACHERS,Logs,2
2020-11-11,AS_TEACHERS,Open Forum,245
2020-11-11,AS_TEACHERS,Page,2
2020-11-11,AS_TEACHERS,Quiz,314
2020-11-11,AS_TEACHERS,Scheduler,37
2020-11-11,AS_TEACHERS,Single view,6
2020-11-11,AS_TEACHERS,Submission comments,62
2020-11-11,AS_TEACHERS,System,9082
2020-11-11,AS_TEACHERS,URL,14
2020-11-11,AS_TEACHERS,User report,37
2020-11-05,AS_NON-EDITING-TEACHERS,Assignment,65
2020-11-05,AS_NON-EDITING-TEACHERS,File,13
2020-11-05,AS_NON-EDITING-TEACHERS,File submissions,2
2020-11-05,AS_NON-EDITING-TEACHERS,Forum,2
2020-11-05,AS_NON-EDITING-TEACHERS,Grader report,2
2020-11-05,AS_NON-EDITING-TEACHERS,Live logs,4
2020-11-05,AS_NON-EDITING-TEACHERS,Logs,2
2020-11-05,AS_NON-EDITING-TEACHERS,Online text submissions,2
2020-11-05,AS_NON-EDITING-TEACHERS,Open Forum,65
2020-11-05,AS_NON-EDITING-TEACHERS,Page,1
2020-11-05,AS_NON-EDITING-TEACHERS,Quiz,26
2020-11-05,AS_NON-EDITING-TEACHERS,Submission comments,2
2020-11-05,AS_NON-EDITING-TEACHERS,System,773
2020-11-05,AS_NON-EDITING-TEACHERS,URL,4
2020-11-05,AS_NON-EDITING-TEACHERS,User report,2
2020-11-05,AS_STUDENT,Assignment,2090
2020-11-05,AS_STUDENT,Book,62
2020-11-05,AS_STUDENT,Book printing,3
2020-11-05,AS_STUDENT,Choice,1
2020-11-05,AS_STUDENT,External tool,12
2020-11-05,AS_STUDENT,Feedback,15
2020-11-05,AS_STUDENT,File,976
2020-11-05,AS_STUDENT,File submissions,148
2020-11-05,AS_STUDENT,Folder,3
2020-11-05,AS_STUDENT,Forum,225
2020-11-05,AS_STUDENT,Glossary,5
2020-11-05,AS_STUDENT,Group choice,33
2020-11-05,AS_STUDENT,Lesson,1369
2020-11-05,AS_STUDENT,Live logs,4
2020-11-05,AS_STUDENT,Logs,2
2020-11-05,AS_STUDENT,Online text submissions,82
2020-11-05,AS_STUDENT,Open Forum,823
2020-11-05,AS_STUDENT,Overview report,25
2020-11-05,AS_STUDENT,Page,139
2020-11-05,AS_STUDENT,Quiz,3193
2020-11-05,AS_STUDENT,Scheduler,1
2020-11-05,AS_STUDENT,Submission comments,38
2020-11-05,AS_STUDENT,System,15198
2020-11-05,AS_STUDENT,URL,683
2020-11-05,AS_STUDENT,User report,181
2020-11-05,AS_STUDENT,User tours,244
2020-11-05,AS_STUDENT,Workshop,4
2020-11-05,AS_TEACHERS,Assignment,183
2020-11-05,AS_TEACHERS,Excel spreadsheet,2
2020-11-05,AS_TEACHERS,External tool,5
2020-11-05,AS_TEACHERS,File,22
2020-11-05,AS_TEACHERS,Forum,70
2020-11-05,AS_TEACHERS,Grader report,20
2020-11-05,AS_TEACHERS,Lesson,24
2020-11-05,AS_TEACHERS,Live logs,4
2020-11-05,AS_TEACHERS,Logs,34
2020-11-05,AS_TEACHERS,Open Forum,116
2020-11-05,AS_TEACHERS,Overview report,4
2020-11-05,AS_TEACHERS,Page,4
2020-11-05,AS_TEACHERS,Questionnaire,7
2020-11-05,AS_TEACHERS,Quiz,501
2020-11-05,AS_TEACHERS,Submission comments,2
2020-11-05,AS_TEACHERS,System,5392
2020-11-05,AS_TEACHERS,URL,25
2020-11-05,AS_TEACHERS,User report,7
2020-11-05,AS_TEACHERS,Workshop,181
2020-11-04,AS_NON-EDITING-TEACHERS,Assignment,411
2020-11-04,AS_NON-EDITING-TEACHERS,File,1
2020-11-04,AS_NON-EDITING-TEACHERS,Forum,49
2020-11-04,AS_NON-EDITING-TEACHERS,Grader report,4
2020-11-04,AS_NON-EDITING-TEACHERS,Online text submissions,4
2020-11-04,AS_NON-EDITING-TEACHERS,Open Forum,8
2020-11-04,AS_NON-EDITING-TEACHERS,Page,10
2020-11-04,AS_NON-EDITING-TEACHERS,Quiz,58
2020-11-04,AS_NON-EDITING-TEACHERS,Single view,5
2020-11-04,AS_NON-EDITING-TEACHERS,Submission comments,14
2020-11-04,AS_NON-EDITING-TEACHERS,System,1739
2020-11-04,AS_NON-EDITING-TEACHERS,URL,5
2020-11-04,AS_STUDENT,Assignment,1933
2020-11-04,AS_STUDENT,Book,58
2020-11-04,AS_STUDENT,Book printing,2
2020-11-04,AS_STUDENT,External tool,1
2020-11-04,AS_STUDENT,Feedback,15
2020-11-04,AS_STUDENT,File,876
2020-11-04,AS_STUDENT,File submissions,26
2020-11-04,AS_STUDENT,Folder,5
2020-11-04,AS_STUDENT,Forum,579
2020-11-04,AS_STUDENT,Glossary,2
2020-11-04,AS_STUDENT,Grader report,4
2020-11-04,AS_STUDENT,Group choice,61
2020-11-04,AS_STUDENT,Lesson,643
2020-11-04,AS_STUDENT,Online text submissions,102
2020-11-04,AS_STUDENT,Open Forum,1033
2020-11-04,AS_STUDENT,Open Grader,1
2020-11-04,AS_STUDENT,Overview report,31
2020-11-04,AS_STUDENT,Page,218
2020-11-04,AS_STUDENT,Quiz,3006
2020-11-04,AS_STUDENT,Single view,5
2020-11-04,AS_STUDENT,Submission comments,10
2020-11-04,AS_STUDENT,System,20785
2020-11-04,AS_STUDENT,URL,625
2020-11-04,AS_STUDENT,User report,209
2020-11-04,AS_STUDENT,User tours,660
2020-11-04,AS_STUDENT,Workshop,1
2020-11-04,AS_TEACHERS,Assignment,462
2020-11-04,AS_TEACHERS,Excel spreadsheet,1
2020-11-04,AS_TEACHERS,External tool,6
2020-11-04,AS_TEACHERS,Feedback,6
